X,Y,IrrigatedArea
1228103.508,497110.845,0.0
1238103.508,497110.845,0.0
78103.508,487110.845,0.0
88103.508,487110.845,0.0
98103.508,487110.845,0.0
108103.508,487110.845,0.0
118103.508,487110.845,0.0
128103.508,487110.845,0.0
138103.508,487110.845,0.0
148103.508,487110.845,0.0
158103.508,487110.845,0.0
168103.508,487110.845,0.0
178103.508,487110.845,0.0
188103.508,487110.845,0.0
198103.508,487110.845,0.0
208103.508,487110.845,0.0
218103.508,487110.845,0.0
228103.508,487110.845,0.0
238103.508,487110.845,0.0
248103.508,487110.845,0.0
258103.508,487110.845,0.0
268103.50800000003,487110.845,0.0
278103.50800000003,487110.845,0.0
288103.50800000003,487110.845,0.0
298103.50800000003,487110.845,0.0
308103.50800000003,487110.845,0.0
318103.50800000003,487110.845,0.0
328103.50800000003,487110.845,0.0
338103.508,487110.845,0.0
348103.508,487110.845,0.0
358103.508,487110.845,0.0
368103.508,487110.845,0.0
378103.508,487110.845,0.0
388103.508,487110.845,0.0
398103.508,487110.845,0.0
408103.508,487110.845,0.0
418103.508,487110.845,0.0
428103.508,487110.845,0.0
438103.508,487110.845,0.0
448103.508,487110.845,0.0
458103.508,487110.845,0.0
468103.508,487110.845,0.0
478103.508,487110.845,0.0
488103.508,487110.845,0.0
498103.508,487110.845,0.0
508103.508,487110.845,0.0
518103.508,487110.845,0.0
528103.5079999999,487110.845,0.0
538103.5079999999,487110.845,0.0
548103.5079999999,487110.845,0.0
558103.5079999999,487110.845,0.0
568103.5079999999,487110.845,0.0
578103.5079999999,487110.845,0.0
588103.5079999999,487110.845,0.0
598103.5079999999,487110.845,0.0
608103.5079999999,487110.845,0.0
618103.5079999999,487110.845,0.0
628103.5079999999,487110.845,0.0
638103.5079999999,487110.845,0.0
648103.5079999999,487110.845,0.0
658103.5079999999,487110.845,0.0
668103.5079999999,487110.845,0.0
678103.5079999999,487110.845,0.0
688103.5079999999,487110.845,0.0
698103.5079999999,487110.845,10.210399421096632
708103.5079999998,487110.845,30.266599637871035
718103.5079999998,487110.845,12.03372013006464
728103.5079999998,487110.845,366.1166398215507
738103.5079999998,487110.845,414.98071759264695
748103.5079999998,487110.845,591.1103532929691
758103.5079999998,487110.845,304.48931708767833
768103.5079999998,487110.845,355.17671556774263
778103.5079999998,487110.845,91.89392237174337
788103.5079999998,487110.845,0.0
798103.5079999998,487110.845,131.27712555445444
808103.5079999998,487110.845,188.52795445580568
818103.5079999998,487110.845,115.2321653810349
828103.5079999998,487110.845,66.73235865348381
838103.5079999998,487110.845,29.537271354283828
848103.5079999998,487110.845,41.57099148434847
858103.5079999998,487110.845,144.03971535348313
868103.5079999998,487110.845,78.76640636542216
878103.5079999998,487110.845,129.45380484548645
888103.5079999998,487110.845,146.95715952058143
898103.5079999998,487110.845,161.17879898503293
908103.508,487110.845,100.28067350199832
918103.508,487110.845,51.78145642181984
928103.508,487110.845,15.680296031625918
938103.508,487110.845,0.3646582453198752
948103.508,487110.845,0.0
958103.508,487110.845,0.0
968103.508,487110.845,0.0
978103.508,487110.845,0.0
988103.508,487110.845,0.0
998103.508,487110.845,0.0
1008103.508,487110.845,0.0
1018103.508,487110.845,0.0
1028103.508,487110.845,0.0
1038103.508,487110.845,0.0
1048103.508,487110.845,0.0
1058103.508,487110.845,0.0
1068103.508,487110.845,0.0
1078103.508,487110.845,0.0
1088103.508,487110.845,0.0
1098103.508,487110.845,0.0
1108103.508,487110.845,0.0
1118103.508,487110.845,0.0
1128103.508,487110.845,0.0
1138103.508,487110.845,0.0
1148103.508,487110.845,0.0
1158103.508,487110.845,0.0
1168103.508,487110.845,0.0
1178103.508,487110.845,0.0
1188103.508,487110.845,0.0
1198103.508,487110.845,0.0
1208103.508,487110.845,0.0
1218103.508,487110.845,0.0
1228103.508,487110.845,0.0
88103.508,477110.845,0.0
98103.508,477110.845,0.0
108103.508,477110.845,0.0
118103.508,477110.845,0.0
128103.508,477110.845,0.0
138103.508,477110.845,0.0
148103.508,477110.845,0.0
158103.508,477110.845,0.0
168103.508,477110.845,0.0
178103.508,477110.845,0.0
188103.508,477110.845,0.0
198103.508,477110.845,0.0
208103.508,477110.845,0.0
218103.508,477110.845,0.0
228103.508,477110.845,0.0
238103.508,477110.845,0.0
248103.508,477110.845,0.0
258103.508,477110.845,0.0
268103.50800000003,477110.845,0.0
278103.50800000003,477110.845,0.0
288103.50800000003,477110.845,0.0
298103.50800000003,477110.845,0.0
308103.50800000003,477110.845,0.0
318103.50800000003,477110.845,0.0
328103.50800000003,477110.845,0.0
338103.508,477110.845,0.0
348103.508,477110.845,0.0
358103.508,477110.845,0.0
368103.508,477110.845,0.0
378103.508,477110.845,0.0
388103.508,477110.845,0.0
398103.508,477110.845,0.0
408103.508,477110.845,0.0
418103.508,477110.845,0.0
428103.508,477110.845,0.0
438103.508,477110.845,0.0
448103.508,477110.845,0.0
458103.508,477110.845,0.0
468103.508,477110.845,0.0
478103.508,477110.845,0.0
488103.508,477110.845,0.0
498103.508,477110.845,0.0
508103.508,477110.845,0.0
518103.508,477110.845,0.0
528103.5079999999,477110.845,0.0
538103.5079999999,477110.845,0.0
548103.5079999999,477110.845,0.0
558103.5079999999,477110.845,0.0
568103.5079999999,477110.845,0.0
578103.5079999999,477110.845,0.0
588103.5079999999,477110.845,0.0
598103.5079999999,477110.845,0.0
608103.5079999999,477110.845,0.0
618103.5079999999,477110.845,0.0
628103.5079999999,477110.845,0.0
638103.5079999999,477110.845,0.0
648103.5079999999,477110.845,0.0
658103.5079999999,477110.845,51.05212813823264
668103.5079999999,477110.845,182.6937212853565
678103.5079999999,477110.845,114.50231296644982
688103.5079999999,477110.845,175.765364656777
698103.5079999999,477110.845,51.05212813823264
708103.5079999998,477110.845,53.96937575620671
718103.5079999998,477110.845,39.018408008167995
728103.5079999998,477110.845,12.39838427185824
738103.5079999998,477110.845,35.37183210660672
748103.5079999998,477110.845,300.1134784189046
758103.5079999998,477110.845,81.31892432522788
768103.5079999998,477110.845,269.11768153019585
778103.5079999998,477110.845,444.8830461869729
788103.5079999998,477110.845,706.7054793900545
798103.5079999998,477110.845,267.2943608212278
808103.5079999998,477110.845,13.856975322657911
818103.5079999998,477110.845,1.4586303606245115
828103.5079999998,477110.845,20.785528500361604
838103.5079999998,477110.845,19.6915360749808
848103.5079999998,477110.845,41.93565562614207
858103.5079999998,477110.845,46.676223953084154
868103.5079999998,477110.845,45.946895669496946
878103.5079999998,477110.845,5.105212813823263
888103.5079999998,477110.845,18.23287950780639
898103.5079999998,477110.845,65.27376760268415
908103.508,477110.845,35.007167964813114
918103.508,477110.845,52.51071918903231
928103.508,477110.845,112.31472121393665
938103.508,477110.845,69.28487661328955
948103.508,477110.845,20.0562002167744
958103.508,477110.845,0.0
968103.508,477110.845,0.0
978103.508,477110.845,0.0
988103.508,477110.845,0.0
998103.508,477110.845,0.0
1008103.508,477110.845,0.0
1018103.508,477110.845,0.0
1028103.508,477110.845,0.0
1038103.508,477110.845,0.0
1048103.508,477110.845,0.0
1058103.508,477110.845,0.0
1068103.508,477110.845,0.0
1078103.508,477110.845,0.0
1088103.508,477110.845,0.0
1098103.508,477110.845,0.0
1108103.508,477110.845,0.0
1118103.508,477110.845,0.0
1128103.508,477110.845,0.0
1138103.508,477110.845,0.0
1148103.508,477110.845,0.0
1158103.508,477110.845,0.0
1168103.508,477110.845,0.0
1178103.508,477110.845,0.0
1188103.508,477110.845,0.0
1198103.508,477110.845,0.0
1208103.508,477110.845,0.0
1218103.508,477110.845,0.0
1228103.508,477110.845,0.0
98103.508,467110.845,0.0
108103.508,467110.845,0.0
118103.508,467110.845,0.0
128103.508,467110.845,0.0
138103.508,467110.845,0.0
148103.508,467110.845,0.0
158103.508,467110.845,0.0
168103.508,467110.845,0.0
178103.508,467110.845,0.0
188103.508,467110.845,0.0
198103.508,467110.845,0.0
208103.508,467110.845,0.0
218103.508,467110.845,0.0
228103.508,467110.845,0.0
238103.508,467110.845,0.0
248103.508,467110.845,0.0
258103.508,467110.845,0.0
268103.50800000003,467110.845,0.0
278103.50800000003,467110.845,0.0
288103.50800000003,467110.845,0.0
298103.50800000003,467110.845,0.0
308103.50800000003,467110.845,0.0
318103.50800000003,467110.845,0.0
328103.50800000003,467110.845,0.0
338103.508,467110.845,0.0
348103.508,467110.845,0.0
358103.508,467110.845,0.0
368103.508,467110.845,0.0
378103.508,467110.845,0.0
388103.508,467110.845,0.0
398103.508,467110.845,0.0
408103.508,467110.845,0.0
418103.508,467110.845,0.0
428103.508,467110.845,0.0
438103.508,467110.845,0.0
448103.508,467110.845,0.0
458103.508,467110.845,0.0
468103.508,467110.845,0.0
478103.508,467110.845,0.0
488103.508,467110.845,0.0
498103.508,467110.845,0.0
508103.508,467110.845,0.0
518103.508,467110.845,0.0
528103.5079999999,467110.845,0.0
538103.5079999999,467110.845,0.0
548103.5079999999,467110.845,0.0
558103.5079999999,467110.845,0.0
568103.5079999999,467110.845,0.0
578103.5079999999,467110.845,0.0
588103.5079999999,467110.845,0.0
598103.5079999999,467110.845,0.0
608103.5079999999,467110.845,0.0
618103.5079999999,467110.845,1.0939727704683835
628103.5079999999,467110.845,231.55779905645275
638103.5079999999,467110.845,974.3660767460697
648103.5079999999,467110.845,723.8445630216042
658103.5079999999,467110.845,241.76852605942307
668103.5079999999,467110.845,138.5697532265791
678103.5079999999,467110.845,76.21323324186903
688103.5079999999,467110.845,34.27783968122591
698103.5079999999,467110.845,107.20968529432517
708103.5079999998,467110.845,95.5405637896794
718103.5079999998,467110.845,165.1903666102615
728103.5079999998,467110.845,124.71303996942015
738103.5079999998,467110.845,616.2719170112288
748103.5079999998,467110.845,1020.6796020486024
758103.5079999998,467110.845,360.2817514873541
768103.5079999998,467110.845,630.129285432135
778103.5079999998,467110.845,600.5918830451018
788103.5079999998,467110.845,1371.4804789475713
798103.5079999998,467110.845,1572.7729886936477
808103.5079999998,467110.845,1134.8156784802648
818103.5079999998,467110.845,1350.692133243096
828103.5079999998,467110.845,1357.6237656904123
838103.5079999998,467110.845,921.4878106947552
848103.5079999998,467110.845,792.7677892463381
858103.5079999998,467110.845,869.3433280405103
868103.5079999998,467110.845,468.5855602398094
878103.5079999998,467110.845,412.42819963284126
888103.5079999998,467110.845,296.8317632082611
898103.5079999998,467110.845,6.563823519535353
908103.508,467110.845,4.375897633511008
918103.508,467110.845,24.79676854371648
928103.508,467110.845,60.53319927574207
938103.508,467110.845,63.815176551884484
948103.508,467110.845,45.946895669496946
958103.508,467110.845,0.0
968103.508,467110.845,0.0
978103.508,467110.845,0.0
988103.508,467110.845,0.0
998103.508,467110.845,0.0
1008103.508,467110.845,0.0
1018103.508,467110.845,0.0
1028103.508,467110.845,0.0
1038103.508,467110.845,0.0
1048103.508,467110.845,0.0
1058103.508,467110.845,0.0
1068103.508,467110.845,0.0
1078103.508,467110.845,0.0
1088103.508,467110.845,0.0
1098103.508,467110.845,0.0
1108103.508,467110.845,0.0
1118103.508,467110.845,0.0
1128103.508,467110.845,0.0
1138103.508,467110.845,0.0
1148103.508,467110.845,0.0
1158103.508,467110.845,0.0
1168103.508,467110.845,0.0
1178103.508,467110.845,0.0
1188103.508,467110.845,0.0
1198103.508,467110.845,0.0
1208103.508,467110.845,0.0
1218103.508,467110.845,0.0
88103.508,457110.845,0.0
98103.508,457110.845,0.0
108103.508,457110.845,0.0
118103.508,457110.845,0.0
128103.508,457110.845,0.0
138103.508,457110.845,0.0
148103.508,457110.845,0.0
158103.508,457110.845,0.0
168103.508,457110.845,0.0
178103.508,457110.845,0.0
188103.508,457110.845,0.0
198103.508,457110.845,0.0
208103.508,457110.845,0.0
218103.508,457110.845,0.0
228103.508,457110.845,0.0
238103.508,457110.845,0.0
248103.508,457110.845,0.0
258103.508,457110.845,0.0
268103.50800000003,457110.845,0.0
278103.50800000003,457110.845,0.0
288103.50800000003,457110.845,0.0
298103.50800000003,457110.845,0.0
308103.50800000003,457110.845,0.0
318103.50800000003,457110.845,0.0
328103.50800000003,457110.845,0.0
338103.508,457110.845,0.0
348103.508,457110.845,0.0
358103.508,457110.845,0.0
368103.508,457110.845,0.0
378103.508,457110.845,0.0
388103.508,457110.845,0.0
398103.508,457110.845,0.0
408103.508,457110.845,0.0
418103.508,457110.845,0.0
428103.508,457110.845,0.0
438103.508,457110.845,0.0
448103.508,457110.845,0.0
458103.508,457110.845,0.0
468103.508,457110.845,0.0
478103.508,457110.845,0.0
488103.508,457110.845,0.0
498103.508,457110.845,0.0
508103.508,457110.845,0.0
518103.508,457110.845,0.0
528103.5079999999,457110.845,0.0
538103.5079999999,457110.845,0.0
548103.5079999999,457110.845,0.0
558103.5079999999,457110.845,0.0
568103.5079999999,457110.845,0.0
578103.5079999999,457110.845,0.0
588103.5079999999,457110.845,0.0
598103.5079999999,457110.845,0.0
608103.5079999999,457110.845,172.48299428238616
618103.5079999999,457110.845,188.16368341226053
628103.5079999999,457110.845,1012.6538461431556
638103.5079999999,457110.845,1868.5073526250414
648103.5079999999,457110.845,1168.3535107088212
658103.5079999999,457110.845,67.09728486077637
668103.5079999999,457110.845,13.856975322657911
678103.5079999999,457110.845,53.96937575620671
688103.5079999999,457110.845,72.20232078038784
698103.5079999999,457110.845,56.157360606968325
708103.5079999998,457110.845,146.59223331328886
718103.5079999998,457110.845,1024.6892041825888
728103.5079999998,457110.845,921.4878106947552
738103.5079999998,457110.845,3121.1083696098945
748103.5079999998,457110.845,2574.8524919540355
758103.5079999998,457110.845,1291.2556780804737
768103.5079999998,457110.845,351.1658031062614
778103.5079999998,457110.845,268.3884842793581
788103.5079999998,457110.845,2580.2837994198435
798103.5079999998,457110.845,2238.622456796873
808103.5079999998,457110.845,1822.1938273225092
818103.5079999998,457110.845,1223.42657531387
828103.5079999998,457110.845,1276.3048413651843
838103.5079999998,457110.845,1434.9265362441797
848103.5079999998,457110.845,1133.3546633235999
858103.5079999998,457110.845,1194.252133642887
868103.5079999998,457110.845,1547.6081491566513
878103.5079999998,457110.845,2088.0330694607983
888103.5079999998,457110.845,1426.5404402776724
898103.5079999998,457110.845,169.56620527903524
908103.508,457110.845,6.563823519535353
918103.508,457110.845,8.02248008670976
928103.508,457110.845,109.39727704683835
938103.508,457110.845,18.962207791393595
948103.508,457110.845,9.84573527930303
958103.508,457110.845,0.0
968103.508,457110.845,0.0
978103.508,457110.845,0.0
988103.508,457110.845,0.0
998103.508,457110.845,0.0
1008103.508,457110.845,0.0
1018103.508,457110.845,0.0
1028103.508,457110.845,0.0
1038103.508,457110.845,0.0
1048103.508,457110.845,0.0
1058103.508,457110.845,0.0
1068103.508,457110.845,0.0
1078103.508,457110.845,0.0
1088103.508,457110.845,0.0
1098103.508,457110.845,0.0
1108103.508,457110.845,0.0
1118103.508,457110.845,0.0
1128103.508,457110.845,0.0
1138103.508,457110.845,0.0
1148103.508,457110.845,0.0
1158103.508,457110.845,0.0
1168103.508,457110.845,0.0
1178103.508,457110.845,0.0
1188103.508,457110.845,0.0
1198103.508,457110.845,0.0
98103.508,447110.845,0.0
108103.508,447110.845,0.0
118103.508,447110.845,0.0
128103.508,447110.845,0.0
138103.508,447110.845,0.0
148103.508,447110.845,0.0
158103.508,447110.845,0.0
168103.508,447110.845,0.0
178103.508,447110.845,0.0
188103.508,447110.845,0.0
198103.508,447110.845,0.0
208103.508,447110.845,0.0
218103.508,447110.845,0.0
228103.508,447110.845,0.0
238103.508,447110.845,0.0
248103.508,447110.845,0.0
258103.508,447110.845,0.0
268103.50800000003,447110.845,0.0
278103.50800000003,447110.845,0.0
288103.50800000003,447110.845,0.0
298103.50800000003,447110.845,0.0
308103.50800000003,447110.845,0.0
318103.50800000003,447110.845,0.0
328103.50800000003,447110.845,0.0
338103.508,447110.845,0.0
348103.508,447110.845,0.0
358103.508,447110.845,0.0
368103.508,447110.845,0.0
378103.508,447110.845,0.0
388103.508,447110.845,0.0
398103.508,447110.845,0.0
408103.508,447110.845,0.0
418103.508,447110.845,0.0
428103.508,447110.845,0.0
438103.508,447110.845,0.0
448103.508,447110.845,0.0
458103.508,447110.845,0.0
468103.508,447110.845,0.0
478103.508,447110.845,0.0
488103.508,447110.845,0.0
498103.508,447110.845,0.0
508103.508,447110.845,0.0
518103.508,447110.845,0.0
528103.5079999999,447110.845,0.0
538103.5079999999,447110.845,0.0
548103.5079999999,447110.845,0.0
558103.5079999999,447110.845,0.0
568103.5079999999,447110.845,0.0
578103.5079999999,447110.845,0.0
588103.5079999999,447110.845,21.51479126757407
598103.5079999999,447110.845,227.54688659497165
608103.5079999999,447110.845,485.3597176640668
618103.5079999999,447110.845,1372.5746024057016
628103.5079999999,447110.845,773.0735669999931
638103.5079999999,447110.845,247.23783302257976
648103.5079999999,447110.845,82.77731882690334
658103.5079999999,447110.845,195.45696624813255
668103.5079999999,447110.845,121.43132475877668
678103.5079999999,447110.845,123.25464546774468
688103.5079999999,447110.845,64.54443931909694
698103.5079999999,447110.845,88.97647820464509
708103.5079999998,447110.845,599.4977595869715
718103.5079999998,447110.845,2246.294424278733
728103.5079999998,447110.845,1177.1130500113372
738103.5079999998,447110.845,986.034543086968
748103.5079999998,447110.845,1342.3060372765883
758103.5079999998,447110.845,418.26243280329044
768103.5079999998,447110.845,369.03408398864894
778103.5079999998,447110.845,273.4935201989696
788103.5079999998,447110.845,438.68323164548366
798103.5079999998,447110.845,1045.1106581885294
808103.5079999998,447110.845,717.6467139713573
818103.5079999998,447110.845,109.76220325413094
828103.5079999998,447110.845,401.8532015863258
838103.5079999998,447110.845,456.5515125278713
848103.5079999998,447110.845,654.196070528517
858103.5079999998,447110.845,305.5834405458086
868103.5079999998,447110.845,599.8626857942639
878103.5079999998,447110.845,1844.0762964851144
888103.5079999998,447110.845,2626.6300829097454
898103.5079999998,447110.845,944.464403315491
908103.508,447110.845,974.7329684446044
918103.508,447110.845,241.40359985213055
928103.508,447110.845,45.946895669496946
938103.508,447110.845,67.46155590432154
948103.508,447110.845,45.946895669496946
958103.508,447110.845,0.7293151803122556
968103.508,447110.845,0.0
978103.508,447110.845,0.0
988103.508,447110.845,0.0
998103.508,447110.845,0.0
1008103.508,447110.845,0.0
1018103.508,447110.845,0.0
1028103.508,447110.845,0.0
1038103.508,447110.845,0.0
1048103.508,447110.845,0.0
1058103.508,447110.845,0.0
1068103.508,447110.845,0.0
1078103.508,447110.845,0.0
1088103.508,447110.845,0.0
1098103.508,447110.845,0.0
1108103.508,447110.845,0.0
1118103.508,447110.845,0.0
1128103.508,447110.845,0.0
1138103.508,447110.845,0.0
1148103.508,447110.845,0.0
1158103.508,447110.845,0.0
1168103.508,447110.845,0.0
1178103.508,447110.845,0.0
1188103.508,447110.845,0.0
98103.508,437110.845,0.0
108103.508,437110.845,0.0
118103.508,437110.845,0.0
128103.508,437110.845,0.0
138103.508,437110.845,0.0
148103.508,437110.845,0.0
158103.508,437110.845,0.0
168103.508,437110.845,0.0
178103.508,437110.845,0.0
188103.508,437110.845,0.0
198103.508,437110.845,0.0
208103.508,437110.845,0.0
218103.508,437110.845,0.0
228103.508,437110.845,0.0
238103.508,437110.845,0.0
248103.508,437110.845,0.0
258103.508,437110.845,0.0
268103.50800000003,437110.845,0.0
278103.50800000003,437110.845,0.0
288103.50800000003,437110.845,0.0
298103.50800000003,437110.845,0.0
308103.50800000003,437110.845,0.0
318103.50800000003,437110.845,0.0
328103.50800000003,437110.845,0.0
338103.508,437110.845,0.0
348103.508,437110.845,0.0
358103.508,437110.845,0.0
368103.508,437110.845,0.0
378103.508,437110.845,0.0
388103.508,437110.845,0.0
398103.508,437110.845,0.0
408103.508,437110.845,0.0
418103.508,437110.845,0.0
428103.508,437110.845,0.0
438103.508,437110.845,0.0
448103.508,437110.845,0.0
458103.508,437110.845,0.0
468103.508,437110.845,0.0
478103.508,437110.845,0.0
488103.508,437110.845,0.0
498103.508,437110.845,0.0
508103.508,437110.845,0.0
518103.508,437110.845,0.0
528103.5079999999,437110.845,0.0
538103.5079999999,437110.845,0.0
548103.5079999999,437110.845,0.0
558103.5079999999,437110.845,0.0
568103.5079999999,437110.845,0.0
578103.5079999999,437110.845,4.375897633511008
588103.5079999999,437110.845,369.03408398864894
598103.5079999999,437110.845,846.0063953587135
608103.5079999999,437110.845,441.6006758125821
618103.5079999999,437110.845,114.13804192290465
628103.5079999999,437110.845,16.774288457006726
638103.5079999999,437110.845,21.51479126757407
648103.5079999999,437110.845,44.488304618697285
658103.5079999999,437110.845,77.30735669999932
668103.5079999999,437110.845,135.28803801593565
678103.5079999999,437110.845,74.02564148935585
688103.5079999999,437110.845,28.808008587071363
698103.5079999999,437110.845,56.88662337418079
708103.5079999998,437110.845,266.20023736309753
718103.5079999998,437110.845,133.8296435142602
728103.5079999998,437110.845,220.61787480264474
738103.5079999998,437110.845,1000.2581480426617
748103.5079999998,437110.845,1104.5471133511517
758103.5079999998,437110.845,368.3042315740638
768103.5079999998,437110.845,53.240047472619516
778103.5079999998,437110.845,95.5405637896794
788103.5079999998,437110.845,196.18616349897027
798103.5079999998,437110.845,240.67440260129283
808103.5079999998,437110.845,92.25819341528856
818103.5079999998,437110.845,31.360592063251836
828103.5079999998,437110.845,0.0
838103.5079999998,437110.845,66.73235865348381
848103.5079999998,437110.845,996.9757776682709
858103.5079999998,437110.845,332.56832497303617
868103.5079999998,437110.845,88.61220716109992
878103.5079999998,437110.845,335.4851139763871
888103.5079999998,437110.845,1709.8791061085722
898103.5079999998,437110.845,727.126933395995
908103.508,437110.845,1748.1734271431324
918103.508,437110.845,2207.639763183112
928103.508,437110.845,956.8601014159851
938103.508,437110.845,72.93151803122556
948103.508,437110.845,23.338111976542077
958103.508,437110.845,18.962207791393595
968103.508,437110.845,2.5526031310928947
978103.508,437110.845,51.78145642181984
988103.508,437110.845,98.94379564071643
998103.508,437110.845,6.730876786198526
1008103.508,437110.845,74.71273111749971
1018103.508,437110.845,137.98278667496206
1028103.508,437110.845,19.519495517122817
1038103.508,437110.845,24.231185453608795
1048103.508,437110.845,120.48258684490467
1058103.508,437110.845,2180.786132658137
1068103.508,437110.845,1031.8421983924015
1078103.508,437110.845,421.35292793236107
1088103.508,437110.845,52.50084135095635
1098103.508,437110.845,57.212410357050246
1108103.508,437110.845,8.07704972483039
1118103.508,437110.845,14.807926511028915
1128103.508,437110.845,28.26965589734755
1138103.508,437110.845,0.0
1148103.508,437110.845,12.788630823963496
1158103.508,437110.845,70.00104118101373
1168103.508,437110.845,18.173298392412534
1178103.508,437110.845,0.0
98103.508,427110.845,0.0
108103.508,427110.845,0.0
118103.508,427110.845,0.0
128103.508,427110.845,0.0
138103.508,427110.845,0.0
148103.508,427110.845,0.0
158103.508,427110.845,0.0
168103.508,427110.845,0.0
178103.508,427110.845,0.0
188103.508,427110.845,0.0
198103.508,427110.845,0.0
208103.508,427110.845,0.0
218103.508,427110.845,0.0
228103.508,427110.845,0.0
238103.508,427110.845,0.0
248103.508,427110.845,0.0
258103.508,427110.845,0.0
268103.50800000003,427110.845,0.0
278103.50800000003,427110.845,0.0
288103.50800000003,427110.845,0.0
298103.50800000003,427110.845,0.0
308103.50800000003,427110.845,0.0
318103.50800000003,427110.845,0.0
328103.50800000003,427110.845,0.0
338103.508,427110.845,0.0
348103.508,427110.845,0.0
358103.508,427110.845,0.0
368103.508,427110.845,0.0
378103.508,427110.845,0.0
388103.508,427110.845,0.0
398103.508,427110.845,0.0
408103.508,427110.845,0.0
418103.508,427110.845,0.0
428103.508,427110.845,0.0
438103.508,427110.845,0.0
448103.508,427110.845,0.0
458103.508,427110.845,0.0
468103.508,427110.845,0.0
478103.508,427110.845,0.0
488103.508,427110.845,0.0
498103.508,427110.845,0.0
508103.508,427110.845,0.0
518103.508,427110.845,0.0
528103.5079999999,427110.845,0.0
538103.5079999999,427110.845,0.0
548103.5079999999,427110.845,0.0
558103.5079999999,427110.845,0.0
568103.5079999999,427110.845,40.84172871713601
578103.5079999999,427110.845,321.6284007192281
588103.5079999999,427110.845,120.33720130064641
598103.5079999999,427110.845,426.6498390972927
608103.5079999999,427110.845,299.74855221161204
618103.5079999999,427110.845,95.5405637896794
